27	97	"put letter into envelope"
0	0	"wet the edges on the back to close envelope"
1290	18800	"affix postage stamp"
15200	36600000	"put it in an envelope"
3460	1880000	"apply postage"
4030	499000	"place in a mail box"
10	0	"seal and address envelope"
0	0	"take letter to mail box"
123000	1870000	"address envelope"
868000	28700000	"write the letter"
0	0	"seal envelope by licking the adhesive strip or remove the protection over the adhesive"
10	95	"place proper postage on the envelope"
5	0	"put envelope in post box"
935	261000	"drop in a mailbox"
0	0	"stick appropriate stamp in top right corner"
20600	1750000	"stamp letter"
1890	164000	"put the letter in an envelope"
0	0	"bring letter to mailbox"
0	0	"locate the letter to be sent"
1150	0	"write adresson envelope"
50900	1140000	"seal letter"
0	0	"lick end of envelope"
0	0	"place letter in mail pickup box"
36000	9280000	"get letter"
0	0	"fold and place in envelope with a stamp"
19900000	9050000000	"write"
5	979	"find pencil or pen"
2730	17300	"put the letter into an envelope"
48	694	"drive to mail box"
140	0	"raise flag on mailbox"
1140	45500	"write address on envelope"
7700000	43700000	"write a letter"
145000	3340000	"write address"
5	0	"write destination address on envelope"
16	0	"place letter in mailbox"
27	0	"place the letter in a mailbox"
37	418	"insert letter into envelope"
10	0	"put envelope in postbox"
27	86	"place the envelope in a mailbox"
770	10200	"put enough postage on the envelope"
1540	22700	"place the letter in the envelope"
779	18500	"drop in mailbox"
1170	0	"write adress on envelope"
0	0	"bring envelope to postbox"
48	2190	"drop the envelope in a mailbox"
0	0	"seal and put a stamp on it"
11600	2770000	"open the mailbox"
0	0	"affix stamp on front right hand corner"
0	0	"place postage stamp on the envelope"
2990000	25900000	"writing a letter"
67300	2240000	"open mailbox"
